Latitude,Longitude,year,month,chirps_monthly_precip
-31.031389,28.883333,2011,1,147.533935546875
-31.000833,26.353056,2011,1,97.06342315673828
-30.86013889,29.07125,2011,1,155.18621826171875
-30.830556,26.921389,2011,1,104.49637603759766
-30.77586667,29.03221667,2011,1,148.39532470703125
-30.733889,29.828333,2011,1,125.19831085205078
-30.679722,26.7125,2011,1,126.36359405517578
-30.570833,29.150556,2011,1,131.77651977539062
-30.568333,29.422778,2011,1,129.68658447265625
-30.534167,24.961944,2011,1,85.56173706054688
-30.398056,30.601944,2011,1,88.36192321777344
-30.336111,27.359444,2011,1,151.29537963867188
-30.27402,30.69602,2011,1,91.14530944824219
-30.160091,27.40124,2011,1,162.14064025878906
-30.13573889,30.67422222,2011,1,92.77633666992188
-29.987778,29.851667,2011,1,91.54310607910156
-29.803611,30.516111,2011,1,89.14095306396484
-29.7775,29.470833,2011,1,187.88294982910156
-29.758889,30.935278,2011,1,142.88250732421875
-29.744167,29.905833,2011,1,106.67076873779297
-29.658056,25.973333,2011,1,141.54193115234375
-29.651389,22.746389,2011,1,59.487205505371094
-29.641944,30.6875,2011,1,116.36233520507812
-29.615556,27.065278,2011,1,177.86070251464844
-29.380556,30.2775,2011,1,88.61724853515625
-29.1825,23.575556,2011,1,80.21920013427734
-29.161667,23.696389,2011,1,63.95711135864258
-29.161667,30.629722,2011,1,120.0035400390625
-29.160278,26.573333,2011,1,175.66290283203125
-29.140556,31.391944,2011,1,115.22496032714844
-29.042222,24.6,2011,1,170.0140838623047
-29.033333,23.983333,2011,1,82.55265808105469
-29.028629,24.638389,2011,1,179.44325256347656
-28.96362,19.15486,2011,1,3.956681728363037
-28.883333,27.89,2011,1,208.33969116210938
-28.801278,31.955389,2011,1,132.26516723632812
-28.768056,20.720556,2011,1,17.83328628540039
-28.760833,17.730278,2011,1,0.48802417516708374
-28.75,30.442778,2011,1,105.15145111083984
-28.747778,31.745833,2011,1,122.13819122314453
-28.735556,29.820556,2011,1,163.97288513183594
-28.7115,24.07288889,2011,1,112.47686004638672
-28.69485,28.23487,2011,1,202.3552703857422
-28.460833,21.248889,2011,1,39.4874267578125
-28.44555556,32.325,2011,1,158.3522491455078
-28.404444,30.013056,2011,1,186.6356658935547
-28.376944,24.303056,2011,1,158.5830841064453
-28.338333,31.373611,2011,1,121.65080261230469
-28.308889,31.9025,2011,1,146.6282501220703
-28.141944,26.417778,2011,1,142.7910919189453
-28.1175,26.719444,2011,1,145.27294921875
-28.116667,26.725278,2011,1,145.27294921875
-28.068333,31.55,2011,1,124.01676177978516
-28.058889,30.373611,2011,1,176.1951904296875
-27.937778,31.209444,2011,1,171.59524536132812
-27.935,26.126667,2011,1,138.00881958007812
-27.902778,24.615556,2011,1,161.71328735351562
-27.802778,28.768333,2011,1,189.40280151367188
-27.671111,27.236944,2011,1,116.88121795654297
-27.602222,29.942778,2011,1,187.04954528808594
-27.573056,24.746389,2011,1,207.48056030273438
-27.5275,30.858056,2011,1,175.94442749023438
-27.495556,26.074722,2011,1,134.41107177734375
-27.4275,28.525833,2011,1,157.53529357910156
-27.4,26.624722,2011,1,123.10971069335938
-27.398611,26.614722,2011,1,123.10971069335938
-27.38972222,26.46388889,2011,1,123.84198760986328
-27.363611,31.783333,2011,1,138.5419921875
-27.356667,27.286389,2011,1,146.85638427734375
-27.3,28.586944,2011,1,124.22793579101562
-27.273889,28.49,2011,1,119.20082092285156
-27.169444,29.233889,2011,1,136.37245178222656
-27.044444,27.005,2011,1,101.75653076171875
-27.02314,28.59389,2011,1,121.28565979003906
-27.01011111,26.69808333,2011,1,113.80819702148438
-27.00222,28.76528,2011,1,114.22663116455078
-26.98472222,26.63227778,2011,1,100.23026275634766
-26.970278,27.211111,2011,1,110.16313171386719
-26.905,32.324722,2011,1,131.19798278808594
-26.880278,26.965,2011,1,96.02578735351562
-26.861111,28.884722,2011,1,116.7474594116211
-26.73806,27.59194,2011,1,109.84699249267578
-26.648056,27.089444,2011,1,100.76348876953125
-26.619444,27.980833,2011,1,114.81805419921875
-26.510278,28.351389,2011,1,121.9988784790039
-26.45,28.085833,2011,1,113.24192810058594
-26.03611,30.99778,2011,1,198.52090454101562
-26.006389,29.253889,2011,1,102.15049743652344
-25.99136,27.84208,2011,1,128.71022033691406
-25.81048333,27.90955222,2011,1,125.42005157470703
-25.73411,27.21422,2011,1,148.50506591796875
-25.681111,31.783333,2011,1,123.85720825195312
-25.67386,31.57527,2011,1,142.98287963867188
-25.57877778,29.12747222,2011,1,113.73592376708984
-25.513889,31.224444,2011,1,224.8503875732422
-25.49037,30.6986,2011,1,214.61932373046875
-25.45963889,28.26430556,2011,1,93.54864501953125
-25.447222,30.711667,2011,1,207.4059295654297
-25.436111,31.982222,2011,1,177.20223999023438
-25.398889,31.610556,2011,1,122.90022277832031
-25.362222,31.956667,2011,1,163.83084106445312
-25.20639,27.558,2011,1,108.96147155761719
-25.14944444,31.94055556,2011,1,156.85694885253906
-25.127778,27.628889,2011,1,109.1485595703125
-24.99328,30.81444,2011,1,239.8170166015625
-24.9675,31.516667,2011,1,171.44778442382812
-24.95861111,29.39527778,2011,1,86.9774169921875
-24.925278,29.324444,2011,1,78.18465423583984
-24.768889,31.39,2011,1,166.31243896484375
-24.69514,27.40906,2011,1,102.26417541503906
-24.679167,30.8025,2011,1,238.35858154296875
-24.670833,28.560833,2011,1,96.51597595214844
-24.39619444,27.08983333,2011,1,102.25959014892578
-24.282222,28.090278,2011,1,108.81558990478516
-24.183889,30.823889,2011,1,155.6096649169922
-24.058889,31.237222,2011,1,187.10133361816406
-24.034167,31.123611,2011,1,165.9063262939453
-23.838611,31.640833,2011,1,225.04502868652344
-23.763056,27.908611,2011,1,159.77978515625
-23.658056,31.05,2011,1,178.0123291015625
-23.281,30.54305556,2011,1,200.14869689941406
-23.23572222,27.717,2011,1,124.47909545898438
-22.935,28.004167,2011,1,112.21617889404297
-22.91028,29.61111,2011,1,192.45579528808594
-22.769722,30.886944,2011,1,285.7425537109375
-22.548889,28.898056,2011,1,122.84183502197266
-22.43772222,31.07805556,2011,1,262.43927001953125
-22.225556,29.990556,2011,1,115.71479034423828
-34.405833,19.600556,2011,2,16.748851776123047
-34.329722,18.990278,2011,2,13.561003684997559
-34.250556,20.9925,2011,2,42.35726547241211
-34.096389,24.439167,2011,2,59.30548858642578
-34.092222,21.295278,2011,2,53.86402130126953
-34.075556,20.145556,2011,2,28.000530242919922
-34.065833,20.404167,2011,2,62.19891357421875
-34.039722,22.133333,2011,2,37.369754791259766
-34.0325,24.196389,2011,2,70.13685607910156
-34.031944,22.053333,2011,2,34.6554069519043
-34.02861,22.22222,2011,2,44.27318572998047
-34.005833,22.351111,2011,2,52.87303161621094
-33.980556,21.653333,2011,2,38.73877716064453
-33.970833,22.548333,2011,2,49.941017150878906
-33.897778,20.012778,2011,2,14.153587341308594
-33.870833,20.003333,2011,2,14.153587341308594
-33.818056,19.694722,2011,2,15.193495750427246
-33.771111,25.386667,2011,2,27.385948181152344
-33.731111,24.618333,2011,2,58.94416809082031
-33.72266667,18.61691667,2011,2,6.631161689758301
-33.7075,18.97444444,2011,2,11.946001052856445
-33.506389,26.744722,2011,2,26.96251678466797
-33.501667,21.624167,2011,2,29.136566162109375
-33.464444,18.740556,2011,2,5.348021984100342
-33.38056,19.30167,2011,2,24.89280128479004
-33.329167,26.0775,2011,2,30.07994842529297
-33.31388889,19.07472222,2011,2,12.261920928955078
-33.23778,26.99472,2011,2,27.720279693603516
-33.202778,24.235556,2011,2,54.34498596191406
-33.18536111,27.39075,2011,2,30.886507034301758
-33.13083,18.86278,2011,2,5.860260009765625
-33.094444,25.012778,2011,2,34.045692443847656
-33.08883333,19.21878333,2011,2,17.97734260559082
-33.001667,25.161389,2011,2,51.64131164550781
-32.99163889,27.64002778,2011,2,33.36119079589844
-32.94583,18.33667,2011,2,3.341566562652588
-32.802778,27.856389,2011,2,31.688831329345703
-32.761111,26.629444,2011,2,43.437400817871094
-32.713889,26.296667,2011,2,44.74681854248047
-32.605278,25.885,2011,2,62.33241653442383
-32.601389,18.750556,2011,2,5.088478088378906
-32.595833,19.009444,2011,2,6.937887191772461
-32.579167,27.366667,2011,2,69.86827850341797
-32.515278,28.015556,2011,2,41.661163330078125
-32.502778,19.535833,2011,2,14.225032806396484
-32.173889,27.3725,2011,2,87.8896484375
-32.08639,25.57556,2011,2,94.87769317626953
-32.043333,27.822778,2011,2,90.9337158203125
-32.00055556,28.58166667,2011,2,66.88888549804688
-31.905,25.43,2011,2,100.26842498779297
-31.903056,25.482222,2011,2,98.91168212890625
-31.860278,18.6875,2011,2,2.396507740020752
-31.5653,18.3306,2011,2,3.764551877975464
-31.554722,29.245556,2011,2,61.31660079956055
-31.436944,20.474722,2011,2,55.44819259643555
-31.396,29.2651,2011,2,63.41767120361328
-31.394444,20.947222,2011,2,55.662418365478516
-31.104278,29.399722,2011,2,77.53998565673828
-31.031389,28.883333,2011,2,103.17507934570312
-31.000833,26.353056,2011,2,93.93042755126953
-30.86013889,29.07125,2011,2,101.90542602539062
-30.830556,26.921389,2011,2,85.14627075195312
-30.77586667,29.03221667,2011,2,99.34992980957031
-30.733889,29.828333,2011,2,64.5390396118164
-30.679722,26.7125,2011,2,90.2315673828125
-30.570833,29.150556,2011,2,95.8066177368164
-30.568333,29.422778,2011,2,86.03169250488281
-30.534167,24.961944,2011,2,105.5051040649414
-30.398056,30.601944,2011,2,27.813232421875
-30.336111,27.359444,2011,2,96.11908721923828
-30.27402,30.69602,2011,2,29.59348487854004
-30.160091,27.40124,2011,2,83.65776062011719
-30.13573889,30.67422222,2011,2,28.02100372314453
-29.987778,29.851667,2011,2,113.88752746582031
-29.803611,30.516111,2011,2,32.290645599365234
-29.7775,29.470833,2011,2,218.81886291503906
-29.758889,30.935278,2011,2,23.269737243652344
-29.744167,29.905833,2011,2,121.10646057128906
-29.658056,25.973333,2011,2,103.3115463256836
-29.651389,22.746389,2011,2,141.8891143798828
-29.641944,30.6875,2011,2,27.070173263549805
-29.615556,27.065278,2011,2,107.87446594238281
-29.380556,30.2775,2011,2,77.41868591308594
-29.1825,23.575556,2011,2,118.38287353515625
-29.161667,23.696389,2011,2,116.92381286621094
-29.161667,30.629722,2011,2,51.000282287597656
-29.160278,26.573333,2011,2,104.51240539550781
-29.140556,31.391944,2011,2,52.780704498291016
-29.042222,24.6,2011,2,144.62557983398438
-29.033333,23.983333,2011,2,144.37588500976562
-29.028629,24.638389,2011,2,139.7688751220703
-28.96362,19.15486,2011,2,14.61229419708252
-28.883333,27.89,2011,2,74.94499206542969
-28.801278,31.955389,2011,2,102.78154754638672
-28.768056,20.720556,2011,2,49.084259033203125
-28.760833,17.730278,2011,2,0.164688378572464
-28.75,30.442778,2011,2,58.34501266479492
-28.747778,31.745833,2011,2,88.89472198486328
-28.735556,29.820556,2011,2,85.09473419189453
-28.7115,24.07288889,2011,2,140.05528259277344
-28.69485,28.23487,2011,2,87.36788940429688
-28.460833,21.248889,2011,2,71.25350952148438
-28.44555556,32.325,2011,2,114.58203125
-28.404444,30.013056,2011,2,71.84405517578125
-28.376944,24.303056,2011,2,98.40280151367188
-28.338333,31.373611,2011,2,81.85687255859375
-28.308889,31.9025,2011,2,77.35047912597656
-28.141944,26.417778,2011,2,52.712642669677734
-28.1175,26.719444,2011,2,54.073970794677734
-28.116667,26.725278,2011,2,54.073970794677734
-28.068333,31.55,2011,2,61.93181610107422
-28.058889,30.373611,2011,2,70.13711547851562
-27.937778,31.209444,2011,2,98.86530303955078
-27.935,26.126667,2011,2,71.95494842529297
-27.902778,24.615556,2011,2,98.4054946899414
-27.802778,28.768333,2011,2,65.03823852539062
-27.671111,27.236944,2011,2,64.2408447265625
-27.602222,29.942778,2011,2,68.16289520263672
-27.573056,24.746389,2011,2,117.24256896972656
-27.5275,30.858056,2011,2,100.91950225830078
-27.495556,26.074722,2011,2,72.28243255615234
-27.4275,28.525833,2011,2,49.08763885498047
-27.4,26.624722,2011,2,76.93038940429688
-27.398611,26.614722,2011,2,76.93038940429688
-27.38972222,26.46388889,2011,2,79.61302947998047
-27.363611,31.783333,2011,2,46.3368034362793
-27.356667,27.286389,2011,2,58.22587203979492
-27.3,28.586944,2011,2,49.794189453125
-27.273889,28.49,2011,2,54.532470703125
-27.169444,29.233889,2011,2,40.19868469238281
-27.044444,27.005,2011,2,71.57568359375
-27.02314,28.59389,2011,2,54.136940002441406
-27.01011111,26.69808333,2011,2,70.82789611816406
-27.00222,28.76528,2011,2,59.910858154296875
-26.98472222,26.63227778,2011,2,72.1613998413086
-26.970278,27.211111,2011,2,68.7169189453125
-26.905,32.324722,2011,2,30.201189041137695
-26.880278,26.965,2011,2,80.3218994140625
-26.861111,28.884722,2011,2,55.161781311035156
-26.73806,27.59194,2011,2,82.80895233154297
-26.648056,27.089444,2011,2,102.45526123046875
-26.619444,27.980833,2011,2,76.54795837402344
-26.510278,28.351389,2011,2,62.277217864990234
-26.45,28.085833,2011,2,61.6737174987793
-26.03611,30.99778,2011,2,64.04863739013672
-26.006389,29.253889,2011,2,38.289459228515625
-25.99136,27.84208,2011,2,92.59259796142578
-25.81048333,27.90955222,2011,2,89.91127014160156
-25.73411,27.21422,2011,2,111.76734924316406
-25.681111,31.783333,2011,2,21.416332244873047
-25.67386,31.57527,2011,2,22.169776916503906
-25.57877778,29.12747222,2011,2,53.16986846923828
-25.513889,31.224444,2011,2,58.213096618652344
-25.49037,30.6986,2011,2,81.30369567871094
-25.45963889,28.26430556,2011,2,71.80384826660156
-25.447222,30.711667,2011,2,78.60606384277344
-25.436111,31.982222,2011,2,14.839593887329102
-25.398889,31.610556,2011,2,12.11711311340332
-25.362222,31.956667,2011,2,14.288440704345703
-25.20639,27.558,2011,2,40.15131378173828
-25.14944444,31.94055556,2011,2,21.736034393310547
-25.127778,27.628889,2011,2,36.24009323120117
-24.99328,30.81444,2011,2,54.13343048095703
-24.9675,31.516667,2011,2,26.096940994262695
-24.95861111,29.39527778,2011,2,31.19015884399414
-24.925278,29.324444,2011,2,27.877378463745117
-24.768889,31.39,2011,2,36.36921310424805
-24.69514,27.40906,2011,2,32.80817413330078
-24.679167,30.8025,2011,2,92.75627899169922
-24.670833,28.560833,2011,2,23.576969146728516
-24.39619444,27.08983333,2011,2,35.05522918701172
-24.282222,28.090278,2011,2,22.13191795349121
-24.183889,30.823889,2011,2,22.947250366210938
-24.058889,31.237222,2011,2,27.126611709594727
-24.034167,31.123611,2011,2,25.254596710205078
-23.838611,31.640833,2011,2,18.50668716430664
-23.763056,27.908611,2011,2,27.747962951660156
-23.658056,31.05,2011,2,11.80136775970459
-23.281,30.54305556,2011,2,15.21710205078125
-23.23572222,27.717,2011,2,23.80484390258789
-22.935,28.004167,2011,2,23.285053253173828
-22.91028,29.61111,2011,2,14.027639389038086
-22.769722,30.886944,2011,2,19.139253616333008
-22.548889,28.898056,2011,2,12.785627365112305
-22.43772222,31.07805556,2011,2,19.35674476623535
-22.225556,29.990556,2011,2,8.431832313537598
-34.405833,19.600556,2011,3,17.173738479614258
-34.329722,18.990278,2011,3,31.773513793945312
-34.250556,20.9925,2011,3,26.12285041809082
-34.096389,24.439167,2011,3,47.05290222167969
-34.092222,21.295278,2011,3,19.335689544677734
-34.075556,20.145556,2011,3,19.379037857055664
-34.065833,20.404167,2011,3,44.323036193847656
-34.039722,22.133333,2011,3,21.059326171875
-34.0325,24.196389,2011,3,67.69352722167969
-34.031944,22.053333,2011,3,18.400299072265625
-34.02861,22.22222,2011,3,23.745868682861328
-34.005833,22.351111,2011,3,34.64142990112305
-33.980556,21.653333,2011,3,28.249317169189453
-33.970833,22.548333,2011,3,25.258007049560547
-33.897778,20.012778,2011,3,11.978437423706055
-33.870833,20.003333,2011,3,11.978437423706055
-33.818056,19.694722,2011,3,11.224730491638184
-33.771111,25.386667,2011,3,32.969974517822266
-33.731111,24.618333,2011,3,44.140296936035156
-33.72266667,18.61691667,2011,3,14.34016227722168
-33.7075,18.97444444,2011,3,12.760824203491211
-33.506389,26.744722,2011,3,64.61528015136719
-33.501667,21.624167,2011,3,18.160188674926758
-33.464444,18.740556,2011,3,10.19080924987793
-33.38056,19.30167,2011,3,19.778114318847656
-33.329167,26.0775,2011,3,48.96086120605469
-33.31388889,19.07472222,2011,3,11.796123504638672
-33.23778,26.99472,2011,3,56.717613220214844
-33.202778,24.235556,2011,3,37.53099060058594
-33.18536111,27.39075,2011,3,70.74723815917969
-33.13083,18.86278,2011,3,9.436678886413574
-33.094444,25.012778,2011,3,39.60272216796875
-33.08883333,19.21878333,2011,3,16.333900451660156
-33.001667,25.161389,2011,3,46.3006591796875
-32.99163889,27.64002778,2011,3,81.93441772460938
-32.94583,18.33667,2011,3,11.670307159423828
-32.802778,27.856389,2011,3,89.72811889648438
-32.761111,26.629444,2011,3,62.09601974487305
-32.713889,26.296667,2011,3,66.4427490234375
-32.605278,25.885,2011,3,73.86235046386719
-32.601389,18.750556,2011,3,13.319062232971191
-32.595833,19.009444,2011,3,11.16130256652832
-32.579167,27.366667,2011,3,111.98905944824219
-32.515278,28.015556,2011,3,89.46858215332031
-32.502778,19.535833,2011,3,11.425914764404297
-32.173889,27.3725,2011,3,106.56060791015625
-32.08639,25.57556,2011,3,61.83679962158203
-32.043333,27.822778,2011,3,100.33531951904297
-32.00055556,28.58166667,2011,3,128.32858276367188
-31.905,25.43,2011,3,74.12848663330078
-31.903056,25.482222,2011,3,73.71856689453125
-31.860278,18.6875,2011,3,7.56459903717041
-31.5653,18.3306,2011,3,9.754772186279297
-31.554722,29.245556,2011,3,109.97029113769531
-31.436944,20.474722,2011,3,35.349090576171875
-31.396,29.2651,2011,3,98.69964599609375
-31.394444,20.947222,2011,3,27.976255416870117
-31.104278,29.399722,2011,3,93.01620483398438
-31.031389,28.883333,2011,3,101.77410888671875
-31.000833,26.353056,2011,3,107.46302032470703
-30.86013889,29.07125,2011,3,90.12979125976562
-30.830556,26.921389,2011,3,109.77723693847656
-30.77586667,29.03221667,2011,3,91.38882446289062
-30.733889,29.828333,2011,3,80.05615234375
-30.679722,26.7125,2011,3,110.07694244384766
-30.570833,29.150556,2011,3,86.06517791748047
-30.568333,29.422778,2011,3,84.8116455078125
-30.534167,24.961944,2011,3,73.72013854980469
-30.398056,30.601944,2011,3,102.28105163574219
-30.336111,27.359444,2011,3,107.36734771728516
-30.27402,30.69602,2011,3,107.54061889648438
-30.160091,27.40124,2011,3,115.75032043457031
-30.13573889,30.67422222,2011,3,99.81973266601562
-29.987778,29.851667,2011,3,101.7759780883789
-29.803611,30.516111,2011,3,96.48179626464844
-29.7775,29.470833,2011,3,126.51191711425781
-29.758889,30.935278,2011,3,103.84623718261719
-29.744167,29.905833,2011,3,92.97135162353516
-29.658056,25.973333,2011,3,89.33711242675781
-29.651389,22.746389,2011,3,65.53643798828125
-29.641944,30.6875,2011,3,98.76470947265625
-29.615556,27.065278,2011,3,90.41767883300781
-29.380556,30.2775,2011,3,95.95277404785156
-29.1825,23.575556,2011,3,62.36565399169922
-29.161667,23.696389,2011,3,62.07672882080078
-29.161667,30.629722,2011,3,89.79067993164062
-29.160278,26.573333,2011,3,80.16815948486328
-29.140556,31.391944,2011,3,78.66394805908203
-29.042222,24.6,2011,3,73.88844299316406
-29.033333,23.983333,2011,3,76.45919799804688
-29.028629,24.638389,2011,3,73.77996063232422
-28.96362,19.15486,2011,3,20.145374298095703
-28.883333,27.89,2011,3,99.16883850097656
-28.801278,31.955389,2011,3,105.65724182128906
-28.768056,20.720556,2011,3,37.93925476074219
-28.760833,17.730278,2011,3,2.596104621887207
-28.75,30.442778,2011,3,75.78246307373047
-28.747778,31.745833,2011,3,73.01609802246094
-28.735556,29.820556,2011,3,98.67627716064453
-28.7115,24.07288889,2011,3,74.92411804199219
-28.69485,28.23487,2011,3,93.00971221923828
-28.460833,21.248889,2011,3,55.785850524902344
-28.44555556,32.325,2011,3,87.91065979003906
-28.404444,30.013056,2011,3,96.95210266113281
-28.376944,24.303056,2011,3,64.4868392944336
-28.338333,31.373611,2011,3,53.366615295410156
-28.308889,31.9025,2011,3,52.01847839355469
-28.141944,26.417778,2011,3,74.69906616210938
-28.1175,26.719444,2011,3,78.92755126953125
-28.116667,26.725278,2011,3,78.92755126953125
-28.068333,31.55,2011,3,55.335350036621094
-28.058889,30.373611,2011,3,99.15528106689453
-27.937778,31.209444,2011,3,62.22468566894531
-27.935,26.126667,2011,3,62.84044647216797
-27.902778,24.615556,2011,3,65.20548248291016
-27.802778,28.768333,2011,3,89.30769348144531
-27.671111,27.236944,2011,3,100.57839965820312
-27.602222,29.942778,2011,3,80.69993591308594
-27.573056,24.746389,2011,3,63.80559158325195
-27.5275,30.858056,2011,3,76.31739807128906
-27.495556,26.074722,2011,3,57.25927734375
-27.4275,28.525833,2011,3,91.40218353271484
-27.4,26.624722,2011,3,68.23750305175781
-27.398611,26.614722,2011,3,68.23750305175781
-27.38972222,26.46388889,2011,3,77.3260269165039
-27.363611,31.783333,2011,3,67.03984069824219
-27.356667,27.286389,2011,3,80.85787200927734
-27.3,28.586944,2011,3,93.736572265625
-27.273889,28.49,2011,3,93.90835571289062
-27.169444,29.233889,2011,3,91.97029113769531
-27.044444,27.005,2011,3,83.72700500488281
-27.02314,28.59389,2011,3,76.70695495605469
-27.01011111,26.69808333,2011,3,82.7918930053711
-27.00222,28.76528,2011,3,76.65020751953125
-26.98472222,26.63227778,2011,3,76.0762710571289
-26.970278,27.211111,2011,3,79.54876708984375
-26.905,32.324722,2011,3,50.41361999511719
-26.880278,26.965,2011,3,74.74539184570312
-26.861111,28.884722,2011,3,79.55472564697266
-26.73806,27.59194,2011,3,87.17828369140625
-26.648056,27.089444,2011,3,74.35789489746094
-26.619444,27.980833,2011,3,87.10194396972656
-26.510278,28.351389,2011,3,97.75733947753906
-26.45,28.085833,2011,3,99.9947738647461
-26.03611,30.99778,2011,3,70.93518829345703
-26.006389,29.253889,2011,3,81.90929412841797
-25.99136,27.84208,2011,3,83.02819061279297
-25.81048333,27.90955222,2011,3,91.85603332519531
-25.73411,27.21422,2011,3,119.86090087890625
-25.681111,31.783333,2011,3,80.56531524658203
-25.67386,31.57527,2011,3,94.68537139892578
-25.57877778,29.12747222,2011,3,80.46028900146484
-25.513889,31.224444,2011,3,95.4623031616211
-25.49037,30.6986,2011,3,80.50212097167969
-25.45963889,28.26430556,2011,3,95.78733825683594
-25.447222,30.711667,2011,3,76.28544616699219
-25.436111,31.982222,2011,3,60.81944274902344
-25.398889,31.610556,2011,3,58.35102844238281
-25.362222,31.956667,2011,3,61.83803176879883
-25.20639,27.558,2011,3,101.3781509399414
-25.14944444,31.94055556,2011,3,48.07685089111328
-25.127778,27.628889,2011,3,101.12517547607422
-24.99328,30.81444,2011,3,103.4196548461914
-24.9675,31.516667,2011,3,63.16838836669922
-24.95861111,29.39527778,2011,3,44.162986755371094
-24.925278,29.324444,2011,3,44.35296630859375
-24.768889,31.39,2011,3,76.94679260253906
-24.69514,27.40906,2011,3,111.91290283203125
-24.679167,30.8025,2011,3,93.91679382324219
-24.670833,28.560833,2011,3,64.31219482421875
-24.39619444,27.08983333,2011,3,86.35653686523438
-24.282222,28.090278,2011,3,49.62320327758789
-24.183889,30.823889,2011,3,35.46730041503906
-24.058889,31.237222,2011,3,31.040321350097656
-24.034167,31.123611,2011,3,35.03365707397461
-23.838611,31.640833,2011,3,26.23887062072754
-23.763056,27.908611,2011,3,36.243064880371094
-23.658056,31.05,2011,3,30.662059783935547
-23.281,30.54305556,2011,3,31.19500160217285
-23.23572222,27.717,2011,3,18.531063079833984
-22.935,28.004167,2011,3,14.149303436279297
-22.91028,29.61111,2011,3,43.32920837402344
-22.769722,30.886944,2011,3,22.93427276611328
-22.548889,28.898056,2011,3,19.128265380859375
-22.43772222,31.07805556,2011,3,18.531253814697266
-22.225556,29.990556,2011,3,18.26226806640625
-34.405833,19.600556,2011,4,34.04887008666992
-34.329722,18.990278,2011,4,32.016448974609375
-34.250556,20.9925,2011,4,27.715713500976562
-34.096389,24.439167,2011,4,18.723779678344727
-34.092222,21.295278,2011,4,26.965932846069336
-34.075556,20.145556,2011,4,26.734838485717773
-34.065833,20.404167,2011,4,39.64727783203125
-34.039722,22.133333,2011,4,17.39612579345703
-34.0325,24.196389,2011,4,21.214244842529297
-34.031944,22.053333,2011,4,15.519328117370605
-34.02861,22.22222,2011,4,18.381637573242188
-34.005833,22.351111,2011,4,21.980648040771484
-33.980556,21.653333,2011,4,16.8765811920166
-33.970833,22.548333,2011,4,18.054508209228516
-33.897778,20.012778,2011,4,15.607152938842773
-33.870833,20.003333,2011,4,15.607152938842773
-33.818056,19.694722,2011,4,26.57292938232422
-33.771111,25.386667,2011,4,25.78959083557129
-33.731111,24.618333,2011,4,21.084774017333984
-33.72266667,18.61691667,2011,4,23.3245792388916
-33.7075,18.97444444,2011,4,34.053436279296875
